College_Name,Description,Logo
"Unity College, Dimapur","Unity College, Dimapur, is a general degree college in Dimapur, Nagaland. It offers undergraduate courses in arts and commerce.",https://career.webindia123.com/career/institutes/aspupload/Uploads/nagaland/25698/logo.jpg
Sri Balaji Vidyapeeth University,"Deemed university, or deemed-to-be-university, is an accreditation granted to higher educational institutions in India by the Department of Higher Education. As of 14 November 2023, the UGC lists 124 institutes which were granted the deemed to be university status.",http://sbvu.ac.in/wp-content/uploads/2015/08/Sri-Balaji-Vidyapeeth-Deemed-University-Logo.png
"University College of Law Bangalore University, Bangalore","Christ University, earlier known as Christ College, is a private deemed-to-be-university located in Bengaluru, Karnataka, India. On 22 July 2008, it was declared as an institution deemed to be university under section 3 of UGC Act 1956.",https://universitykart.b-cdn.net/Content/upload/admin/e3v2dnqn.jpo.jpg
St. Xavier's College,"St. Xavier's College is a private, Catholic, autonomous higher education institution run by the Bombay Province of the Society of Jesus in Mumbai, Maharashtra, India.",https://sxc.edu.np/casxc/files/school-logos/1626160876766_cd8b0163-cfd2-4c5d-8105-4e32b33ffb7f.png
"University Institute of Information Technology, Himachal Pradesh","University Institute of Technology (UIT), Himachal Pradesh, was originally founded as the University Institute of Information Technology (UIIT) on 11 September 2000. Located within the Himachal Pradesh University campus at Summerhill, Shimla, India, UIT also offers degrees in Computer Science Engineering (CSE), Electronics and Communication Engineering (ECE), Electrical Engineering (EE), and Civil Engineering (CE).",https://gyaanarth.com/wp-content/uploads/2022/06/UIIT-LOGO.jpg
"St. Xavier's College (Autonomous), Palayamkottai","St. Xavier's College is a private, Catholic, autonomous higher education institution run by the Bombay Province of the Society of Jesus in Mumbai, Maharashtra, India.",https://abped-college-dashboard.s3.us-east-2.amazonaws.com/tted/college-backend/college/55b29b09-6879-4df8-be98-a8cdb078493f.png
"SRM College of Pharmacy, Kanchipuram","SRM Institute of Science and Technology (SRMIST) is a private deemed university located in Kattankulathur, Chengalpattu (near Chennai), Tamil Nadu, India. Founded in 1985 as SRM Engineering College in Kattankulathur, it gained the deemed University status in 2002.",https://abped-college-dashboard.s3.us-east-2.amazonaws.com/tted/college-backend/college/acc3e34a-13d3-426f-84f0-e51ecd970522.png
"St. Xavier's College for Women, Aluva","St. Xavier's College for Women, (Autonomous), Aluva, under the management of the Congregation of Teresian Carmelites (C.T.C.), is an autonomous institution established in 1964 and affiliated with Mahatma Gandhi University.",https://stxaviersaluva.ac.in/app/assets/images/logo.png
"University of Kalyani, Kalyani","The University of Kalyani, established in 1960, is a Government of West Bengal administered, UGC affiliated, NAAC accredited, collegiate public research university in Kalyani, West Bengal, India. It offers courses at the Undergraduate, Postgraduate and Doctoral levels.",https://d2lk14jtvqry1q.cloudfront.net/media/large_University_of_Kalyani_Kalyani_University_7a081ee00c_ce903d7912.png
"St. Xavier's College, Bardez","Dnyanprassarak Mandal's College and Research Centre or DMC College Assagao, is a college located in the North Goa district's village of Assagao, is recognised by University Grants Commission (UGC), and is accredited by the NAAC with a Grade ""A"" (4th Cycle) and a score of 3.15/4.00. The college is ranked among the top 150 colleges of India under National Institutional Ranking Framework (NIRF) of Ministry of Human Resource Development (MHRD), Government of India.",https://sxc.edu.np/casxc/files/school-logos/1626160876766_cd8b0163-cfd2-4c5d-8105-4e32b33ffb7f.png
SIRDA Group of Institution,"Himachal Pradesh Technical University, simply called HIMTU or HPTU, is a state university located in Hamirpur, Himachal Pradesh, India and established in 2011. == History == The establishment of HPTU was announced by the chief minister of Himachal Pradesh Prof.",https://images.shiksha.com/mediadata/images/1651037282phpOEPbV7.jpeg
SNS College of Technology,"SNS College of Technology is one among the premiere institutes in Coimbatore, Tamil Nadu, India. It was established in 2002 as part of the SNS Groups.",http://www.snscourseware.org/images/snsct.png
"University VOC College of Engineering, Anna University","Anna University is a public state university located in Chennai, Tamil Nadu, India. The main campus is in Guindy.",https://www.collegebatch.com/static/clg-gallery/university-voc-college-of-engineering-anna-university-167812.jpg
"Sri Manakula Vinayagar Engineering College, Pondicherry","Sri Manakula Vinayagar Engineering College (SMVEC) Puducherry, Union territory of India. SMVEC was established in the year 1999.",https://campushunt.in/collegelogo/Sri282.jpg
"St.Joseph University, Dimapur","This is a list of Christian colleges and universities in India: Albertian Institute of Management Amala Institute of Medical Sciences Andhra Loyola College Andhra Loyola Institute of Engineering and Technology Arul Anandar College, Karumathur Assam Don Bosco University Assumption College, Changanasserry Bankura Christian College Baselios Poulose Second College Berchmans Institute of Management Studies Bharata Mata College Bishop Agniswamy College of Education Bishop Heber College Bishop Moore College BPC College Piravom Catholicate College Pathanamthitta Christ Church College, Kanpur Christ College, Irinjalakuda Christ Junior College Christ University Christian Medical College, Ludhiana Christian Medical College, Vellore CMS College Kottayam CSI College of Engineering CSI Institute of Technology De Paul Institute of Science & Technology Devagiri College, Kozhikode Don Bosco College, Tura Don Bosco Community College, Dindigul Don Bosco Institute of Technology, Mumbai Eastern Christian College, Dimapur Father Muller Medical College Fatima Mata National College Fr. Conceicao Rodrigues College of Engineering Gossner College Henry Baker College Higher and Technical Institute of Mizoram Hindustan Institute of Technology and Science Hislop College Holy Cross College, Agartala Holy Cross College, Tiruchirapalli Idhaya Engineering College for Women Japfü Christian College, Nagaland Jesus and Mary College Jnana-Deepa Vidyapeeth Jubilee Mission Medical College and Research Institute Jyothi Engineering College, Cheruthuruthy, Thrissur Jyoti Nivas College, Bangalore Karunya University Kodaikanal Christian College Loyola College of Education, Chennai Loyola College of Social Sciences Loyola College, Chennai Loyola College, Mettala Loyola Degree College, Manvi Loyola Institute of Business Administration Loyola Institute of Technology and Science, Thovalai Loyola Technical Institute, Madurai Loyola-ICAM College of Engineering and Technology Little Flower College Little Flower Junior College Loreto College, Kolkata Madras Christian College Malabar Christian College Malankara Catholic College, Mariagiri Malankara Orthodox Syrian Church Medical College, Kolenchery Mar Athanasios College for Advanced Studies, Tiruvalla Mar Athanasius College of Engineering Mar Baselios College of Engineering and Technology Mar Baselios Institute of Technology, Anchal Mar Gregorios College Punnapra Mar Ivanios College Mar Theophilos Training College, Trivandrum Mar Thoma College Marian College Kuttikkanam Martin Luther Christian University Mary Matha Arts & Science College Model Christian College, Kohima Morning Star College Mount Carmel College, Bangalore Mount Zion College of Engineering and Technology Navajyothi College Kannikkalam Nesamony Memorial Christian College Newman College, Thodupuzha Nirmala College, Muvattupuzha Nirmala College, Ranchi Nirmala College for Women Nirmalagiri College North Bengal St.",https://img.studyclap.com/img/institute/logo/acb90b83fa-sju-dimapur.jpg
"Srusti Academy of Management, Bhubaneswar","Biju Patnaik University of Technology, also known as BPUT, is located in Rourkela in the state of Odisha, India. There are 110 colleges affiliated to the university.",https://media-exp1.licdn.com/dms/image/D4D0BAQEU8jwGFbD0BA/company-logo_200_200/0/1667057494641?e=2147483647&v=beta&t=YHTzYcBZfcvi2axfnFF-5KkqwNA_RDIHokuApoK8uCQ
"Starex University, Gurgaon","Starex University is a private university located in the village Binola, Gurgaon district, Haryana, India. The university was established in 2016 by the Starex group through The Haryana Private Universities (Second Amendment) Act, 2016, which was passed in August 2016, making it the 20th private university to be established through The Haryana Private Universities Act, 2006.",https://www.getadmissioninfo.com/uploads/topics/Starex University Gurugram logo.png
"Valluvar College of Science And Management, Karur","Bharathidasan University (BDU) is a university in the city of Tiruchirappalli, Tamil Nadu, India. It is located on Tiruchirappalli-Pudukkottai National Highway 336.",https://1.bp.blogspot.com/-do2kILYJdIE/XniJIbL8o3I/AAAAAAAADb8/LFQ8V5famkAqsWLZkNvgcySNWimDvAaaACLcBGAsYHQ/s1600/valluvar.jpg
State Institute of Hospitality Management,Hospitality Management and Tourism (Tourism Management) is the study of the hospitality industry. A degree in the subject may be awarded either by a university college dedicated to the studies of hospitality management or a business school with a relevant department.,https://sihmkerala.org/wp-content/uploads/2023/11/SIHM-k-Logo-landscape-2.png
"Vasantrao Naik Mahavidyalaya, Aurangabad","Vasantrao Naik Mahavidyalaya, Aurangabad, is an undergraduate and postgraduate, coeducational college situated in Aurangabad, Maharashtra. It was established in the year 1972.",https://www.careerindia.com/college-logo/128x128/29/aur_1447319915.jpg
State Institute of Hotel Management,"The Institute of Hotel Management, Catering Technology and Applied Nutrition (IHMCT&AN), generally known as the Institute of Hotel Management (IHM), is a multi-location public hospitality school in India. IHM is established by the Ministry of Tourism of the Government of India.",https://images.shiksha.com/mediadata/images/1620811674phpcQ8BM7.jpeg
"Sityog Institute of Technology, Aurangabad","Muzaffarpur Institute of Technology (commonly referred to as MIT, Muzaffarpur) is a public, coeducational engineering college in Muzaffarpur, Bihar, India. It is administered by the Department of Science and Technology, Bihar and funded by Government of Bihar.",https://4.bp.blogspot.com/-C2CcgqnCzX0/V-uUGw8nW5I/AAAAAAAAAM8/SnNQbW39EQc3qto_9GlGVMN3gguaBtsvgCK4B/s1600/logo.png
"Sultan Ul Uloom College of Pharmacy, Hyderabad","The Sultan-ul-Uloom Education Society is a non-profit organisation based in Hyderabad, India, which aimed at providing quality education to minority students. It runs several educational institutions in the city.",http://sultanuloompharmacy.ac.in/images/logo.png
Vishveshwarya Group of Institutions,"As of 2018, Dr. A.P.J. Abdul Kalam Technical University (AKTU), formerly Uttar Pradesh Technical University, has a total of 592 institutes affiliated to it located across 55 districts of Uttar Pradesh.",https://vgi.ac.in/themes/collegedekho/assets/images/vishveshwarya-group-of-institutions/Vishveshwarya-Group-of-Institutions-logo.jpg
"Sultan-Ul-Uloom College of Law, Hyderabad","The Sultan-ul-Uloom Education Society is a non-profit organisation based in Hyderabad, India, which aimed at providing quality education to minority students. It runs several educational institutions in the city.",https://www.sulawcollege.edu.in/images/logo.png
"Sumandeep Vidyapeeth, Vadodara","Sumandeep Vidyapeeth is private, deemed university located in Piparia, Waghodia, Vadodara, Gujarat, India. It is accredited ""A++"" grade by NAAC. == Institutes and departments == K. M. Shah Dental College and Hospital Shrimati B. K. Shah Medical Institute and Research Centre College of Physiotherapy Sumandeep Nursing College Department of Pharmacy Department of Management Sumandeep Homoeopathic Medical College and Hospital == Controversy == In 2017, the president Mansukh Shah and two other persons were arrested by the Anti Corruption Bureau (ACB) of Gujarat for allegedly demanding and accepting ? 20 lakh to let a medical student appear in examination.",https://universitykart.b-cdn.net/Content/upload/admin/5d1btbjz.tvn.png
Xavier College of Hotel Management,"St. Xavier's College is a private, Catholic, autonomous higher education institution run by the Bombay Province of the Society of Jesus in Mumbai, Maharashtra, India.",https://targetstudy.com/files/img/2/85998/L_69693.gif
Sunder Deep Group of Institutions,"As of 2018, Dr. A.P.J. Abdul Kalam Technical University (AKTU), formerly Uttar Pradesh Technical University, has a total of 592 institutes affiliated to it located across 55 districts of Uttar Pradesh.",https://www.reviewadda.com/assets/uploads/college/logo/LOGO_5146.png
"UEI Global, Chandigarh","The educational institutions of Chandigarh include several types of universities and colleges located in the Chandigarh union territory of India. == Universities == In Chandigarh there is one state university, one private university, one deemed and one public university.",https://images.shiksha.com/mediadata/images/1680863188phpiVNyIw.jpeg
Sunder Deep Pharmacy College,"As of 2018, Dr. A.P.J. Abdul Kalam Technical University (AKTU), formerly Uttar Pradesh Technical University, has a total of 592 institutes affiliated to it located across 55 districts of Uttar Pradesh.",https://collegekampus.com/wp-content/uploads/2020/01/Sunder_Deep_Group_of_Institutions_logo-1536x1536.jpg
"Uka Tarsadia University, Bardoli","The Uka Tarsadia University is a Private University located in Bardoli, Surat, Gujarat, India. It was established by Bardoli Pradesh Kelvani Mandal and B.U. Patel, founders of Tarsadia foundation.",https://www.excelbee.com/images/university/uka-tarsadia-university-logo.jpg
SunRise University,"Sunrise University is an Indian private university located in Alwar, Rajasthan. Spread over 30 acre campus, the university was established under Sunrise University Act, 2011 by Government of Rajasthan, and is recognised by UGC. In January 2025, UGC barred the university from enrolling students for Ph.D programmes due to non-compliance with standards.",https://factstranscript.com/wp-content/uploads/2022/02/Sunrise-University.png
Sri Manakula Vinayagar Medical College and Hospital,"India's medical schools are usually called medical colleges. Medical school quality is controlled by the central regulatory authority, the National Medical Commission, which inspects the institutes from time to time and recognizes institutes for specific courses.",https://www.getmyuniversity.com/images/university_images/logo-sri-manakula-vinayagar-medical-college-hospital-pondicherry.jpg
"Sri Guru Gobind Singh College of Pharmacy,","Punjabi University is a collegiate state public university located in Patiala, Punjab, India. It was established on 30 April 1962 and is only the second university in the world to be named after a language, after Hebrew University of Israel.",https://media-exp1.licdn.com/dms/image/C560BAQHT6cooXhjwLw/company-logo_200_200/0/1657517703811?e=2147483647&v=beta&t=tdEjuywHdkjZ3oKSP8_Q1rRH1eTdQxFLzoCoD07QPD4
"Surana College, Bangalore","Surana College is a private college located in Bangalore, India, which offers educational programs in the arts, science, information technology, commerce, and management. It was established by the GDA Foundation in 1995.",https://img.jagranjosh.com/images/2022/June/2762022/Surana.png
"University College of Engineering and Technology, Vinoba","BIT Sindri, is an affiliated engineering college in Sindri, Jharkhand, India. Established in 1949, BIT Sindri is one of the oldest engineering and technological institute in India.",https://ucetvbu.edugrievance.com/assets/LMS/orell/logo/20220817084510795.jpg
"University college of Law, Osmania University, Hyderabad","Osmania University is a collegiate public state university located in Hyderabad, Telangana, India. Mir Osman Ali Khan, the 7th Nizam of Hyderabad, issued a firman calling for its creation on 29 August 1917.",https://img.studyclap.com/img/institute/logo/9d3a8fba1e-pgclou-hyderabad.jpg
Surya School of Hotel Management and Catering,Kunal Kapur (born 18 September 1979) is an Indian celebrity chef and restaurateur known for hosting and judging MasterChef India. == Early life == Kapur was born in New Delhi to a Punjabi family.,https://images.collegedunia.com/public/college_data/images/appImage/8136_SURYAHM_APP.jpg?h=250&w=1000&mode=crop
"Srinivas University, Mangalore","Srinivas University is a private university located in Mangaluru, Karnataka, India. The university was established in 2015 by the A. Shama Rao Foundation through the Srinivas University Act, 2013.",https://static.collegedekho.com/media/img/institute/logo/220px-Srinivas_University_logo_2.gif
"University Institute of Legal Studies, Panjab University,","Panjab University (PU) is an Indian collegiate public state university located in Chandigarh. Funded through both State and Union governments, it is considered a state university.",https://cache.careers360.mobi/media/colleges/reviews/IMG-20160904-WA0026_2.jpg
"Sushant University / Ansal University, Gurgaon","Sushant University, formerly Ansal University (AU) is a private university situated in Gurgaon, National Capital Region (NCR), India. It was established in 2012 through the Haryana Private Universities Act (Amendment) 2012,.",http://www.admissionmba.in/wp-content/uploads/2013/10/Ansal-University.gif
"University Institute of Tourism and Hospitality Management,",Hospitality Management and Tourism (Tourism Management) is the study of the hospitality industry. A degree in the subject may be awarded either by a university college dedicated to the studies of hospitality management or a business school with a relevant department.,https://cache.careers360.mobi/media/colleges/social-media/logo/Logo_of_University_Institute_of_Tourism_and_Hospitality_Manag_y56Ihze.png
SVKM's Narsee Monjee Institute of Management Studies,"Shri Vile Parle Kelavani Mandal's Narsee Monjee Institute of Management Studies (abbreviated as SVKM's NMIMS) is a private deemed university located in Mumbai. It has 17 constituent schools that offer both undergraduate and postgraduate courses in management, engineering, commerce, pharmacy, architecture, economics, mathematical sciences, hospitality, science, law, aviation, liberal arts, performing arts, architecture & design.",https://www.admissioncounselor.in/im/college/logo/svkms-narsee-monjee-institute-of-management-studies-(nmims)-bangalore.jpg
"University of Calcutta, Kolkata","The University of Calcutta, informally known as Calcutta University (CU), is a public state university located in Kolkata, West Bengal, India. It has 151 affiliated undergraduate colleges and 16 institutes in Kolkata and nearby areas.",http://globalindia.b-cdn.net/wp-content/uploads/2017/03/partners_card_calcutta.png
"Swami Keshvanand Institute of Technology, Management and","Vivekananda Global University is a private university located in Jaipur, Rajasthan in India. It was established under the Act No.11/2012 of the Government of Rajasthan.",https://uploads.sarvgyan.com/2014/08/Swami-Keshvanand-Institute-of-Technology-Management-and-Gramothan-Jaipur.jpg
"University of North Bengal, Darjeeling","The University of North Bengal (also North Bengal University, abbreviated as NBU) is a public state university in the North Bengal region of West Bengal, India. Its main campus is located in Raja Rammohanpur, Siliguri, Darjeeling district, in the Indian state of West Bengal.",https://www.educationmitra.in/assets/images/university/BENGAL/logo.png
"SKN College of Agriculture, Jaipur","Sri Karan Narendra Agriculture University (SKNAU) is an agricultural university situated in Jobner, Rajasthan, India. It was established in 2013 by the Government of Rajasthan under Agriculture University, Jobner Act, 2013.",https://gyaanarth.com/wp-content/uploads/2022/07/Sri_Karan_Narendra_Agriculture_University_logo.png
University of Technology,"An institute of technology (also referred to as technological university, technical university, university of technology, polytechnic university) is an institution of tertiary education that specializes in engineering, technology, applied science, and natural sciences. == Institutes of technology versus polytechnics == The institutes of technology and polytechnics have been in existence since at least the 18th century, but became popular after World War II with the expansion of engineering and applied science education, associated with the new needs created by industrialization.",https://www.universityoftechnology.edu.in/wp-content/uploads/2020/10/cropped-University_of_Technology_logo_Square-1.png
"Sri Padmavati Mahila Visvavidyalayam University, Directorate of","Nandamuri Taraka Rama Rao (28 May 1923 – 18 January 1996), often referred to by his initials NTR, was an Indian actor, film director, film producer, screenwriter, film editor, philanthropist, and politician who served as the Chief Minister of Andhra Pradesh for seven years over four terms. He is regarded as one of the most influential actors of Indian cinema.",https://static.wikia.nocookie.net/logopedia/images/e/e9/Sri_Padmavati_Mahila_Visvavidyalayam.jpeg/revision/latest?cb=20200401111730
"University School of Management Studies, Rayat Bahra","Panjab University (PU) is an Indian collegiate public state university located in Chandigarh. Funded through both State and Union governments, it is considered a state university.",https://www.campusoption.com/images/colleges/logos/25_01_17_115646_RBU_LL.jpg
"UPES, School of Law, Dehradun","Hidayatullah National Law University (HNLU) is a public law school and a National Law University located in New Raipur, Chhattisgarh, India. It was named after the former Chief Justice of India, Mohammad Hidayatullah.",https://cache.careers360.mobi/media/colleges/social-media/logo/UPES_Logo_with_tagline_dljC763.jpg
Swami Vivekanand College of Computer Science,"The Shri Shankaracharya Institute of Professional Management and Technology (SSIPMT) Raipur is a unit of Shri Shankaracharya Technical Campus (SSTC), managed by Shri Gangajali Education Society (SGES), approved by All India Council for Technical Education (AICTE) and affiliated to Chhattisgarh Swami Vivekanand Technical University, Bhilai, and is named after Adi Shankaracharya. The college offers education in Bachelor of Engineering, Master of Engineering and MBA. == History == The College, established in 2008, is the first Shankaracharya Group College in Raipur managed by Shri Gangajali Education Society.",https://cache.careers360.mobi/media/colleges/social-media/logo/Logo_of_Swami_Vivekanand_College_of_Computer_Science_Bhavnagar_Logo.jpg
"SRM University, Amaravathi","SRM University-AP, Andhra Pradesh (SRMAP), also known as SRM University, Amaravati, is a state private university located near Neerukonda village in Mangalagiri mandal of Guntur district in Andhra Pradesh, India, in the area of the planned capital city Amaravati. The university was established in 2017 by the SRM Trust through the Andhra Pradesh Private Universities (Establishment and Regulation) Act, 2016.",https://logodix.com/logo/1787106.jpg
Uttaranchal College of Technology and BioMedical Sciences,"G. B. Pant University of Agriculture and Technology, also known as Pantnagar University, is the first agricultural university established in Independent India. It was inaugurated by Pandit.",https://images.shiksha.com/mediadata/images/1591859832php8pq6dU.jpeg
Swami Vivekanand College of Management and Technology,"Swami Vivekanand Subharti University is a private university located in Meerut, Uttar Pradesh, India. The university was established in September 2008 and has 14 faculties.",https://gyaanarth.com/wp-content/uploads/2022/06/logo-44.jpg
Swami Vivekanand College of Pharmacy,"Swami Vivekanand Subharti University is a private university located in Meerut, Uttar Pradesh, India. The university was established in September 2008 and has 14 faculties.",https://svcpudgir.org/wp-content/uploads/2022/07/logo-new-2.png
Vaikunta Baliga College of Law,"Vaikunta Baliga College of Law (Formerly called as the Udupi Law College) was established in the year 1957 by late Dr.T.M.A.Pai. The college was named after Late Sri B.Vaikunta Baliga, a legal luminary and then minister of Law, Government of Mysore.",http://vbclaw.edu.in/dist/images/vbcl-logo.jpg
Swami Vivekanand Government College,"Swami Vivekananda (12 January 1863 – 4 July 1902), born Narendranath Datta was an Indian Hindu monk, philosopher, author, religious teacher, and the chief disciple of the Indian mystic Ramakrishna. He was a key figure in the introduction of Vedanta and Yoga to the Western world.",https://cache.careers360.mobi/media/colleges/social-media/logo/Logo_of_Swami_Vivekanand_Government_College_Lakhnadon_Logo.png
"Vallabh Government College, Mandi","Jai Ram Thakur (born 6 January 1965) is an Indian politician, and was the Chief Minister of the state of Himachal Pradesh from 2017 to 2022. He is serving his sixth term as MLA in the Himachal Pradesh Legislative Assembly, winning continuously since 1998 and has previously served as a Cabinet Minister in the Bharatiya Janata Party Government of Himachal Pradesh.",https://gyaanarth.com/wp-content/uploads/2022/06/logo-23.jpg
Swami Vivekanand Group Of Institutes,"Swami Vivekananda (12 January 1863 – 4 July 1902), born Narendranath Datta was an Indian Hindu monk, philosopher, author, religious teacher, and the chief disciple of the Indian mystic Ramakrishna. He was a key figure in the introduction of Vedanta and Yoga to the Western world.",https://img.studyclap.com/img/institute/logo/65ed93034d-sviet-mohali.jpg
"Vanavarayar Institute of Agriculture, Pollachi","Tamil Nadu Agricultural University (TNAU) is the state agricultural university of Tamil Nadu Headquartered in Coimbatore, Tamil Nadu, India. It is the first State Agriculture University (SAU) of India to be recognised by the Indian Council of Agricultural Research (ICAR).",https://i1.rgstatic.net/ii/institution.image/AS:267469799788545%401440781177521_l
"Swami Vivekanand Group of Institutions, Indore","India's medical schools are usually called medical colleges. Medical school quality is controlled by the central regulatory authority, the National Medical Commission, which inspects the institutes from time to time and recognizes institutes for specific courses.",https://uploads.sarvgyan.com/2016/11/Swami-Vivekanand-Group-of-Institutions-Indore.jpg
SSM College of Engineering and Technology,"Mehvish Mushtaq Hakak (Urdu: ???? ?????) (born 1989) is an Application and Software developer, who created a Business Directory App for Kashmir called ""Dial Kashmir"", in 2013, for the Kashmir valley, which made her the first Kashmiri female to develop an Android app. == Biography == Born in 1989 in Srinagar, Mehvish Mushtaq is a Kashmiri app developer.",https://illuminateminds.com/wp-content/uploads/SSM-College-of-Engineering-Technology-Srinagar-1080x675.png
Swami Vivekanand Industrial Training Centre,"G. B. Pant University of Agriculture and Technology, also known as Pantnagar University, is the first agricultural university established in Independent India. It was inaugurated by Pandit.",https://universitykart.b-cdn.net/Content/upload/admin/2vzju0ru.cwg.jpg
Vasavi College of Engineering,"Vasavi College of Engineering (Autonomous) (VCE) is a self-financed technical institution located in Ibrahimbagh, Hyderabad, India. It is 12 kms from the city center.",https://www.vce.ac.in/img/vlogo.gif
Sri Pratap Memorial Rajput College of Commerce,"Udaipur city, also known as the 'City of Lakes' and 'Venice of East', is a city and tourist destination in Rajasthan, India. == Ahar Cenotaphs == The Ahar Cenotaphs are a group of royal cenotaphs of the Maharanas of Mewar, located about 2 km east of Udaipur.",https://www.vinkle.com/media/com_mtree/images/listings/o/2497.png
Smt Kashibai Navale Medical College and General,"India's medical schools are usually called medical colleges. Medical school quality is controlled by the central regulatory authority, the National Medical Commission, which inspects the institutes from time to time and recognizes institutes for specific courses.",https://notopedia-uploads.s3.us-east-2.amazonaws.com/clg-logo/logo-202007221309198791.png
Swami Vivekanand Institute of Management,"Swami Vivekanand National Institute of Rehabilitation Training and Research (SVNIRTAR) is an autonomous institute functioning under the Ministry of Social Justice and Empowerment of India. It is located in Olatpur, 30 km from Cuttack.",https://images.shiksha.com/mediadata/images/1598355219phpKMSKvp.jpg
"VEL Tech, Chennai","Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology, formerly known as Vel Tech Dr.",https://www.admissionindia.net/uploads/colleges/22/logo.png
"Sri R.K.M. Law College, Chittoor","In Andhra Pradesh 45 legal education centres are available for graduate law program. Acharya Nagarjuna University, Nagarjun NagarGuntur A.C. Andhra Christian College, Guntur All Saints Christian Law College, Visakhapatnam Andhra University College of Law, of Andhra University, Waltair, Visakhapatnam Anantha College of Law, Tirupati Anantapur Law College, Anantapur A.V.R. Amrutha College of Law, Visakhapatnam Bapatla Education Society's Law College, Bapatla is closed in 2002 C.R.R. Law College, Eluru Dr Ambedkar Global Law Institute, Tirupati, Old name Dr.",https://img.studyclap.com/img/institute/logo/6d904d574e-srkmlc-chittoor.jpg
"Smt Kishoritai Bhoyar College of Pharmacy, Nagpur",This is a list of government owned and privately owned pharmacy schools in India. The Colleges are Approved by Pharmacy Council Of India (PCI) for conduction of D.Pharma or B.Pharma Course.,https://abped-college-dashboard.s3.us-east-2.amazonaws.com/tted/college-backend/college/edabc9a6-4110-492e-8dfa-fc2023a107fd.png
Swami Vivekanand Polytechnic College,"The Vivekanand Education Society (VES) is a Mumbai-based non-profit educational society founded in 1962 that operates 26 educational institutions (tertiary and secondary) located in the area surrounding Chembur, a suburb situated in central Mumbai, India. The programs at its colleges are accredited by the All India Council for Technical Education, Bar Council of India, Maharashtra State Board of Technical Education, University of Mumbai and National Board of Accreditation.",https://bingo.icbse.com/v1/business.jpg?action=logo&id=z26p70
Vidya Memorial Institute of Technology,"Thiruvananthapuram is the capital city of Kerala, India. The city has the most number of schools, higher educational institutions, professional colleges and research institutes in Kerala.",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=927749347734254
"Vidyasagar University, Midnapore","Vidyasagar University is a public research university that was established by an Act of the West Bengal legislature which was notified in the Calcutta Gazette on 24 June 1981. It is an affiliating university in Paschim Medinipur district of southern West Bengal, India.",https://www.excelbee.com/images/university/vidyasagar-university-midnapore-logo.png
Swami Vivekananda University,"Swami Vivekananda University is a private university in Barrackpore, North 24 Parganas district, West Bengal.",https://images.shiksha.com/mediadata/images/1613624421php9ag9lx.jpeg
Vishwakarma Government Engineering College,"Gujarat Technological University (International Innovative University), commonly referred as GTU, is a public state university affiliating many engineering, pharmacy, and management colleges in Gujarat, India. The university is headed by the state government and came into existence on 16 May 2007.",http://vgecg.ac.in/clogo.png
Syamaprasad Institute of Technology and Management,"Syamaprasad Institute of Technology & Management abbreviated as SITM is a private institution in Kolkata, West Bengal, India which offers undergraduate degree course in Bachelor of Computer Application and Bachelor of Business Administration. The college is affiliated to Maulana Abul Kalam Azad University of Technology (MAKAUT) since its inception.",https://img.jagranjosh.com/images/2022/July/1872022/download - 2022-07-18T164256.297.jpg
"St Joseph's College Devagiri, Calicut","St. Joseph's College (Autonomous), Devagiri, also known as Devagiri College, is a college in Kozhikode, Kerala, India, offering graduation and postgraduation courses in arts and science.",https://abped-college-dashboard.s3.us-east-2.amazonaws.com/tted/college-backend/college/36fa8cad-eb00-4ea7-ac76-6a1fab57f7fd.png
"Sydenham College of Commerce & Economics, Mumbai","Sydenham College of Commerce and Economics is a college located in Mumbai, Maharashtra, India. It is affiliated to the Dr.",https://universitykart.b-cdn.net/Content/upload/admin/x2wj0d2q.qqt.png
VIT-AP School of Business,"VIT-AP University (VIT-AP), also known as Vellore Institute of Technology, Andhra Pradesh or VIT University, Andhra Pradesh, is a state private university located in Inavolu, Amaravati, the capital of Andhra Pradesh, India. The university was established in 2017 by the Vellore Institute of Technology through the Andhra Pradesh Private Universities (Establishment and Regulation) Act, 2016.",https://images.shiksha.com/mediadata/images/1614229329phpWFnqov.jpeg
Sri Ram Chandra Bhanja Medical College and,"Maharaja Sri Rama Chandra Bhanja Deo (Odia: ?????? ???? ????????? ???????; 17 December 1870 – 22 February 1912) was the Maharaja of Mayurbhanj State of India. == Personal life == === Early life === Sriram Chandra Bhanja Deo was only eleven years old when his father, Maharaja Krishna Chandra Bhanja Deo, the ruler of the Mayurbhanj State, passed away.",https://img.studyclap.com/img/institute/logo/f4e8245941-scb-cuttack.jpg
"Vivekananda College of Law, Bangalore","Bangalore University, established in 1886, provides affiliation to over 500 colleges, with a total student enrolment exceeding 300,000. The university has two campuses within Bengaluru – Jnanabharathi and Central College.",https://universitykart.b-cdn.net/Content/upload/admin/oyydi3a0.tgw.jpg
